#separator:tab
#html:false
你好！	你好！   MDBG    Nǐ hǎo!     English Hello / how are you
The fruit in the supermarket is very fresh.	The fruit in the supermarket is very fresh.   超市里的水果很新鲜。  MDBG    Chāoshì lǐ de shuǐguǒ hěn xīnxian.
东北的冬天太冷了。	东北的冬天太冷了。   MDBG    Dōng běi de dōngtiān tài lěng le.     English Winter in the northeast is too cold.
Winter in the northeast is too cold.	Winter in the northeast is too cold.   东北的冬天太冷了。  MDBG    Dōng běi de dōngtiān tài lěng le.
Allen是个诗人。	Allen是个诗人。   MDBG    Allen shì ge shīrén.     English Allen is a poet.
Allen is a poet.	Allen is a poet.   Allen是个诗人。  MDBG    Allen shì ge shīrén.
我觉得他有几分像个诗人。	我觉得他有几分像个诗人。   MDBG    wǒ juéde tā yǒu jǐfēn xiàng ge shīrén.     English I think he is somewhat like a poet.
I think he is somewhat like a poet.	I think he is somewhat like a poet.   我觉得他有几分像个诗人。  MDBG    wǒ juéde tā yǒu jǐfēn xiàng ge shīrén.
这个诗人兼学者死了。	这个诗人兼学者死了。   MDBG    zhè gè shīrén jiān xuézhě sǐ le.     English The poet and scholar is dead.
The poet and scholar is dead.	The poet and scholar is dead.   这个诗人兼学者死了。  MDBG    zhè gè shīrén jiān xuézhě sǐ le.
这些照片拍得很清晰。	这些照片拍得很清晰。   MDBG    Zhèxiē zhàopiàn pāi de hěn qīngxī.     English These photos are very clear.
These photos are very clear.	These photos are very clear.   这些照片拍得很清晰。  MDBG    Zhèxiē zhàopiàn pāi de hěn qīngxī.
他发音清晰。	他发音清晰。   MDBG    Tā fāyīn qīngxī.     English His pronunciation is clear.
His pronunciation is clear.	His pronunciation is clear.   他发音清晰。  MDBG    Tā fāyīn qīngxī.
他发音不清晰。	他发音不清晰。   MDBG    Tā fāyīn bù qīngxī.     English His pronunciation is not clear.
His pronunciation is not clear.	His pronunciation is not clear.   他发音不清晰。  MDBG    Tā fāyīn bù qīngxī.
他在给顾客介绍新车。	他在给顾客介绍新车。   MDBG    Tā zài gěi gùkè jièshào xīn chē.     English He's showing a new car to his client.
He's showing a new car to his client.	He's showing a new car to his client.   他在给顾客介绍新车。  MDBG    Tā zài gěi gùkè jièshào xīn chē.
顾客看起来很生气。	顾客看起来很生气。   MDBG    Gùkè kànqǐlái hěn shēngqì.     English The customers appear to be really angry.
The customers appear to be really angry.	The customers appear to be really angry.   顾客看起来很生气。  MDBG    Gùkè kànqǐlái hěn shēngqì.
顾客看起来很轻松。	顾客看起来很轻松。   MDBG    Gùkè kànqǐlái hěn qīngsōng.     English The customer(s) appear to be very relaxed.
The customer(s) appear to be very relaxed.	The customer(s) appear to be very relaxed.   顾客看起来很轻松。  MDBG    Gùkè kànqǐlái hěn qīngsōng.
顾客看起来很高兴。	顾客看起来很高兴。   MDBG    Gùkè kànqǐlái hěn gāoxìng.     English The customers appear to be really happy.
The customers appear to be really happy.	The customers appear to be really happy.   顾客看起来很高兴。  MDBG    Gùkè kànqǐlái hěn gāoxìng.
吃完饭，他准备去上班了。	吃完饭，他准备去上班了。   MDBG    Chī wán fàn, tā zhǔnbèi qù shàngbān le.     English Having finished eating, he got ready to go to work.
Having finished eating, he got ready to go to work.	Having finished eating, he got ready to go to work.   吃完饭，他准备去上班了。  MDBG    Chī wán fàn, tā zhǔnbèi qù shàngbān le.
小强每天吃完早饭就去上学。	小强每天吃完早饭就去上学。   MDBG    Xiǎo Qiáng měitiān chī wán zǎofàn jiù qù shàngxué.     English Xiao Qiang goes to school every day after breakfast.
Xiao Qiang goes to school every day after breakfast.	Xiao Qiang goes to school every day after breakfast.   小强每天吃完早饭就去上学。  MDBG    Xiǎo Qiáng měitiān chī wán zǎofàn jiù qù shàngxué.
他看起来有点蠢。	他看起来有点蠢。   MDBG    Tā kànqǐlái yǒudiǎn chǔn.     English He looks a little silly.
He looks a little silly.	He looks a little silly.   他看起来有点蠢。  MDBG    Tā kànqǐlái yǒudiǎn chǔn.
她碰触了一下他的鼻子。	她碰触了一下他的鼻子。   MDBG    Tā pèngchùle yī xià tā de bízi.     English She touched his nose.
She touched his nose.	She touched his nose.   她碰触了一下他的鼻子。  MDBG    Tā pèngchùle yī xià tā de bízi.
狗的鼻子很灵。	狗的鼻子很灵。   MDBG    Gǒu de bízi hěn líng.     English Dogs have very sensitive noses.
Dogs have very sensitive noses.	Dogs have very sensitive noses.   狗的鼻子很灵。  MDBG    Gǒu de bízi hěn líng.
他觉得很寂寞。	他觉得很寂寞。   MDBG    Tā juéde hěn jìmò.     English He feels very lonely.
He feels very lonely.	He feels very lonely.   他觉得很寂寞。  MDBG    Tā juéde hěn jìmò.
我很寂寞。	我很寂寞。   MDBG    Wǒ hěn jìmò.     English I am very lonely.
I am very lonely.	I am very lonely.   我很寂寞。  MDBG    Wǒ hěn jìmò.
他们把地图展开。	他们把地图展开。   MDBG    Tāmen bǎ dìtú zhǎnkāi.     English They spread open the map.
They spread open the map.	They spread open the map.   他们把地图展开。  MDBG    Tāmen bǎ dìtú zhǎnkāi.
大家对这件事展开了讨论。	大家对这件事展开了讨论。   MDBG    Dàjiā duì zhèjiàn shì zhǎnkāi le tǎolùn.     English Everybody started a discussion about this matter.
Everybody started a discussion about this matter.	Everybody started a discussion about this matter.   大家对这件事展开了讨论。  MDBG    Dàjiā duì zhèjiàn shì zhǎnkāi le tǎolùn.
我接受你的挑战。	我接受你的挑战。   MDBG    Wǒ jiēshòu nǐ de tiǎozhàn.     English I accept your challenge.
I accept your challenge.	I accept your challenge.   我接受你的挑战。  MDBG    Wǒ jiēshòu nǐ de tiǎozhàn.
你要去书店吗？	你要去书店吗？   MDBG    Nǐ yào qù shūdiàn ma?     English Are you going to the bookstore?
Are you going to the bookstore?	Are you going to the bookstore?   你要去书店吗？  MDBG    Nǐ yào qù shūdiàn ma?
书店不大。	书店不大。   MDBG    Shūdiàn bù dà.     English The bookstore is not big.
The bookstore is not big.	The bookstore is not big.   书店不大。  MDBG    Shūdiàn bù dà.
老师在书店。	老师在书店。   MDBG    Lǎoshī zài shūdiàn.     English The teacher is at the bookstore.
The teacher is at the bookstore.	The teacher is at the bookstore.   老师在书店。  MDBG    Lǎoshī zài shūdiàn.
书店大吗？	书店大吗？   MDBG    Shūdiàn dà ma?     English Is the bookstore big?
Is the bookstore big?	Is the bookstore big?   书店大吗？  MDBG    Shūdiàn dà ma?
书店很小。	书店很小。   MDBG    Shūdiàn hěn xiǎo.     English The bookstore is very small.
The bookstore is very small.	The bookstore is very small.   书店很小。  MDBG    Shūdiàn hěn xiǎo.
请问,书店在哪里？	请问,书店在哪里？   MDBG    Qǐngwèn, shūdiàn zài nǎli?     English Excuse me, where is the bookstore?
Excuse me, where is the bookstore?	Excuse me, where is the bookstore?   请问,书店在哪里？  MDBG    Qǐngwèn, shūdiàn zài nǎli?
王小姐今天要去书店。	王小姐今天要去书店。   MDBG    Wáng xiǎojiě jīntiān yào qù shūdiàn.     English Ms. Wang wants to go to the bookstore today.
Ms. Wang wants to go to the bookstore today.	Ms. Wang wants to go to the bookstore today.   王小姐今天要去书店。  MDBG    Wáng xiǎojiě jīntiān yào qù shūdiàn.
书店在哪里？	书店在哪里？   MDBG    Shūdiàn zài nǎli?     English Where is the bookstore?
Where is the bookstore?	Where is the bookstore?   书店在哪里？  MDBG    Shūdiàn zài nǎli?
请问,你要去书店吗？	请问,你要去书店吗？   MDBG    Qǐngwèn, nǐ yào qù shūdiàn ma?     English Excuse me, are you going to the bookstore?
Excuse me, are you going to the bookstore?	Excuse me, are you going to the bookstore?   请问,你要去书店吗？  MDBG    Qǐngwèn, nǐ yào qù shūdiàn ma?
我同学要去书店。	我同学要去书店。   MDBG    Wǒ tóngxué yào qù shūdiàn.     English My classmate is going to the bookstore.
My classmate is going to the bookstore.	My classmate is going to the bookstore.   我同学要去书店。  MDBG    Wǒ tóngxué yào qù shūdiàn.
我感到很孤独。	我感到很孤独。   MDBG    Wǒ gǎndào hěn gūdú. (also juede)     English I feel lonely.
I feel lonely.	I feel lonely.   我感到很孤独。  MDBG    Wǒ gǎndào hěn gūdú. (also juede)
他感到非常孤独。	他感到非常孤独。   MDBG    Tā gǎndào fēicháng gūdú. (also juede)     English He feels very very lonely.
He feels very very lonely.	He feels very very lonely.   他感到非常孤独。  MDBG    Tā gǎndào fēicháng gūdú. (also juede)
我丢了行李。	我丢了行李。   MDBG    Wǒ diūle xíngli.     English I lost my luggage.
I lost my luggage.	I lost my luggage.   我丢了行李。  MDBG    Wǒ diūle xíngli.
这件行李太大，占了很多地方。	这件行李太大，占了很多地方。   MDBG    Zhèjiàn xínglǐ tài dà, zhàn le hěn duō dìfang.     English This piece of luggage is too big. It takes up too much room.
This piece of luggage is too big. It takes up too much room.	This piece of luggage is too big. It takes up too much room.   这件行李太大，占了很多地方。  MDBG    Zhèjiàn xínglǐ tài dà, zhàn le hěn duō dìfang.
她成为一名护士。	她成为一名护士。   MDBG    Tā chéngwéi yī míng hùshi.     English She's become a nurse.
She's become a nurse.	She's become a nurse.   她成为一名护士。  MDBG    Tā chéngwéi yī míng hùshi.
我妹妹打算成为护士。	我妹妹打算成为护士。   MDBG    Wǒ mèimèi dǎsuàn chéngwéi hùshi.     English My little sister plans on becoming a nurse.
My little sister plans on becoming a nurse.	My little sister plans on becoming a nurse.   我妹妹打算成为护士。  MDBG    Wǒ mèimèi dǎsuàn chéngwéi hùshi.
她是护士。	她是护士。   MDBG    Tā shì hùshi.     English She is a nurse.
She is a nurse.	She is a nurse.   她是护士。  MDBG    Tā shì hùshi.
护士会告诉你怎么做。	护士会告诉你怎么做。   MDBG    hùshi huì gàosu nǐ zěnme zuò.     English The nurse will tell you how to do it.
The nurse will tell you how to do it.	The nurse will tell you how to do it.   护士会告诉你怎么做。  MDBG    hùshi huì gàosu nǐ zěnme zuò.
他去了某个地方。	他去了某个地方。   MDBG    tā qù le mǒu ge dìfang.     English He went to some place.
He went to some place.	He went to some place.   他去了某个地方。  MDBG    tā qù le mǒu ge dìfang.
我认识他们之中的某一个人。	我认识他们之中的某一个人。   MDBG    Wǒ rènshi tāmen zhī zhōng de mǒu yī gè rén.     English I know one of those people.
I know one of those people.	I know one of those people.   我认识他们之中的某一个人。  MDBG    Wǒ rènshi tāmen zhī zhōng de mǒu yī gè rén.
他住在公园周围的某个地方。	他住在公园周围的某个地方。   MDBG    tā zhù zài gōngyuán zhōuwéi de mǒu ge dìfang.     English He lives some place around the park.
He lives some place around the park.	He lives some place around the park.   他住在公园周围的某个地方。  MDBG    tā zhù zài gōngyuán zhōuwéi de mǒu ge dìfang.
警方怀疑他。	警方怀疑他。   MDBG    Jǐngfāng huáiyí tā.     English The police suspected him.
The police suspected him.	The police suspected him.   警方怀疑他。  MDBG    Jǐngfāng huáiyí tā.
我是她的阿姨。	我是她的阿姨。   MDBG    Wǒ shì tā de āyí.     English I am her auntie/nanny.
I am her auntie/nanny.	I am her auntie/nanny.   我是她的阿姨。  MDBG    Wǒ shì tā de āyí.
这个阿姨很漂亮。	这个阿姨很漂亮。   MDBG    Zhè gè āyí hěn piàoliang.     English This auntie/nanny is very pretty.
This auntie/nanny is very pretty.	This auntie/nanny is very pretty.   这个阿姨很漂亮。  MDBG    Zhè gè āyí hěn piàoliang.
他受到了威胁。	他受到了威胁。   MDBG    Tā shòudàole wēixié.     English He was threatened.
He was threatened.	He was threatened.   他受到了威胁。  MDBG    Tā shòudàole wēixié.
我们觉得他的威胁只是一个玩笑。	我们觉得他的威胁只是一个玩笑。   MDBG    wǒmen juéde tā de wēixié zhǐ shì yī gè wánxiào.     English We thought his threat was only a joke.
We thought his threat was only a joke.	We thought his threat was only a joke.   我们觉得他的威胁只是一个玩笑。  MDBG    wǒmen juéde tā de wēixié zhǐ shì yī gè wánxiào.
他们在威胁我。	他们在威胁我。   MDBG    Tāmen zài wēixié wǒ.     English They're threatening me.
They're threatening me.	They're threatening me.   他们在威胁我。  MDBG    Tāmen zài wēixié wǒ.
她很有魅力。	她很有魅力。   MDBG    Tā hěn yǒu mèilì.     English She is very charming.
She is very charming.	She is very charming.   她很有魅力。  MDBG    Tā hěn yǒu mèilì.
他说的这个号码很准确。	他说的这个号码很准确。   MDBG    Tā shuō de zhè gè hàomǎ hěn zhǔnquè.     English The number he said is very accurate.
The number he said is very accurate.	The number he said is very accurate.   他说的这个号码很准确。  MDBG    Tā shuō de zhè gè hàomǎ hěn zhǔnquè.
他的判断很准确。	他的判断很准确。   MDBG    Tā de pànduàn hěn zhǔnquè.     English His judgment was very accurate.
His judgment was very accurate.	His judgment was very accurate.   他的判断很准确。  MDBG    Tā de pànduàn hěn zhǔnquè.
这项改革取得了很大的成果。	这项改革取得了很大的成果。   MDBG    Zhèxiàng gǎigé qǔdé le hěn dà de chéngguǒ.     English This reform made great achievements.
This reform made great achievements.	This reform made great achievements.   这项改革取得了很大的成果。  MDBG    Zhèxiàng gǎigé qǔdé le hěn dà de chéngguǒ.
他的努力没有成果。	他的努力没有成果。   MDBG    tā de nǔlì méi yǒu chéngguǒ.     English Nothing has resulted from his efforts.
Nothing has resulted from his efforts.	Nothing has resulted from his efforts.   他的努力没有成果。  MDBG    tā de nǔlì méi yǒu chéngguǒ.
她既漂亮，又有钱。	她既漂亮，又有钱。   MDBG    Tā jì piàoliang, yòu yǒu qián. (既 is formal, change to 又 = informal)     English She is both pretty and has money.
She is both pretty and has money.	She is both pretty and has money.   她既漂亮，又有钱。  MDBG    Tā jì piàoliang, yòu yǒu qián. (既 is formal, change to 又 = informal)
你有钱吗？	你有钱吗？   MDBG    Nǐ yǒu qián ma?     English Do you have any money?
Do you have any money?	Do you have any money?   你有钱吗？  MDBG    Nǐ yǒu qián ma?
虽然他很有钱，但他不幸福。	虽然他很有钱，但他不幸福。   MDBG    suīrán tā hěn yǒu qián, dàn tā bùxìngfú.     English Though he is rich, he is not happy.
Though he is rich, he is not happy.	Though he is rich, he is not happy.     虽然他很有钱，但他不幸福。  MDBG    suīrán tā hěn yǒu qián, dàn tā bùxìngfú.
他星期天去教堂。	他星期天去教堂。   MDBG    Tā xīngqī tiān qù jiàotáng.     English He goes to church on Sundays.
He goes to church on Sundays.	He goes to church on Sundays.   他星期天去教堂。  MDBG    Tā xīngqī tiān qù jiàotáng.
办公室里安装了电话。	办公室里安装了电话。   MDBG    Bàngōngshì lǐ ānzhuāngle diànhuà.     English A phone has been installed in the office.
A phone has been installed in the office.	A phone has been installed in the office.   办公室里安装了电话。  MDBG    Bàngōngshì lǐ ānzhuāngle diànhuà.
农业很重要。	农业很重要。   MDBG    Nóngyè hěn zhòngyào.     English Agriculture is very important.
Agriculture is very important.	Agriculture is very important.   农业很重要。  MDBG    Nóngyè hěn zhòngyào.
我觉得很无聊。	我觉得很无聊。   MDBG    Wǒ juéde hěn wúliáo.     English I feel very bored.
I feel very bored.	I feel very bored.   我觉得很无聊。  MDBG    Wǒ juéde hěn wúliáo.
我听说住在加拿大很无聊。	我听说住在加拿大很无聊。   MDBG    Wǒ tīngshuō zhùzài Jiānádà hěn wúliáo.     English I've heard that living in Canada is very boring.
I've heard that living in Canada is very boring.	I've heard that living in Canada is very boring.   我听说住在加拿大很无聊。  MDBG    Wǒ tīngshuō zhùzài Jiānádà hěn wúliáo.
住在加拿大无聊吗？	住在加拿大无聊吗？   MDBG    Zhù zài Jiānádà wúliáo ma?     English Is living in Canada boring?
Is living in Canada boring?	Is living in Canada boring?   住在加拿大无聊吗？  MDBG    Zhù zài Jiānádà wúliáo ma?
他没有事情做，很无聊。	他没有事情做，很无聊。   MDBG    Tā méi yǒu shìqing zuò, hěn wúliáo.     English He has nothing to do and is very bored.
He has nothing to do and is very bored.	He has nothing to do and is very bored.   他没有事情做，很无聊。  MDBG    Tā méi yǒu shìqing zuò, hěn wúliáo.
学习数学很无聊。	学习数学很无聊。   MDBG    Xuéxí shùxué hěn wúliáo.     English Studying math is very boring.
Studying math is very boring.	Studying math is very boring.   学习数学很无聊。  MDBG    Xuéxí shùxué hěn wúliáo.
我听说这位老师很无聊。	我听说这位老师很无聊。   MDBG    Wǒ tīngshuō zhè wèi lǎoshī hěn wúliáo.     English I've heard that this teacher is very boring.
I've heard that this teacher is very boring.	I've heard that this teacher is very boring.   我听说这位老师很无聊。  MDBG    Wǒ tīngshuō zhè wèi lǎoshī hěn wúliáo.
他女朋友很无聊。	他女朋友很无聊。   MDBG    Tā nǚpéngyou hěn wúliáo.     English His girlfriend is very boring.
His girlfriend is very boring.	His girlfriend is very boring.   他女朋友很无聊。  MDBG    Tā nǚpéngyou hěn wúliáo.
学习英语无聊吗？	学习英语无聊吗？   MDBG    Xuéxí Yīngyǔ wúliáo ma?     English Is studying English boring?
Is studying English boring?	Is studying English boring?   学习英语无聊吗？  MDBG    Xuéxí Yīngyǔ wúliáo ma?
我妹妹很无聊。	我妹妹很无聊。   MDBG    Wǒ mèimèi hěn wúliáo.     English My younger sister is very boring.
My younger sister is very boring.	My younger sister is very boring.   我妹妹很无聊。  MDBG    Wǒ mèimèi hěn wúliáo.
我听说学习英语很无聊。	我听说学习英语很无聊。   MDBG    Wǒ tīngshuō xuéxí Yīngyǔ hěn wúliáo.     English I've heard that studying English is very boring.
I've heard that studying English is very boring.	I've heard that studying English is very boring.   我听说学习英语很无聊。  MDBG    Wǒ tīngshuō xuéxí Yīngyǔ hěn wúliáo.
他睡着了。	他睡着了。   MDBG    Tā shuìzháo le.     English He's fallen asleep.
He's fallen asleep.	He's fallen asleep.   他睡着了。  MDBG    Tā shuìzháo le.
她靠着椅子睡着了。	她靠着椅子睡着了。   MDBG    Tā kào zhe yǐzi shuì zháo le. (kao is leaning head/back, pa is supported underneath)     English She fell asleep leaning on a chair.
She fell asleep leaning on a chair.	She fell asleep leaning on a chair.   她靠着椅子睡着了。  MDBG    Tā kào zhe yǐzi shuì zháo le. (kao is leaning head/back, pa is supported underneath)
看足球比赛很刺激。	看足球比赛很刺激。   MDBG    Kàn zúqiú bǐsài hěn cìjī.     English Watching football games is thrilling.
Watching football games is thrilling.	Watching football games is thrilling.   看足球比赛很刺激。  MDBG    Kàn zúqiú bǐsài hěn cìjī.
实验部分很重要。	实验部分很重要。   MDBG    Shíyàn bùfen hěn zhòngyào.     English The experimental part is very important.
The experimental part is very important.	The experimental part is very important.   实验部分很重要。  MDBG    Shíyàn bùfen hěn zhòngyào.
要完成实验，三个月太短了。	要完成实验，三个月太短了。   MDBG    yào wánchéng shíyàn, sān ge yuè tài duǎn le.     English Three months is too short a time to finish the experiment.
Three months is too short a time to finish the experiment.	Three months is too short a time to finish the experiment.   要完成实验，三个月太短了。  MDBG    yào wánchéng shíyàn, sān ge yuè tài duǎn le.
她正在做实验。	她正在做实验。   MDBG    Tā zhèngzài zuò shíyàn.     English She's conducting an experiment.
She's conducting an experiment.	She's conducting an experiment.   她正在做实验。  MDBG    Tā zhèngzài zuò shíyàn.
他们在分析实验的结果。	他们在分析实验的结果。   MDBG    Tāmen zài fēnxī shíyàn de jiéguǒ.     English They're analyzing the result of the experiment.
They're analyzing the result of the experiment.	They're analyzing the result of the experiment.   他们在分析实验的结果。  MDBG    Tāmen zài fēnxī shíyàn de jiéguǒ.
他的分析很深入。	他的分析很深入。   MDBG    Tā de fēnxī hěn shēnrù.     English His analysis is in-depth.
His analysis is in-depth.	His analysis is in-depth.   他的分析很深入。  MDBG    Tā de fēnxī hěn shēnrù.
我对他的印象很深。	我对他的印象很深。   MDBG    Wǒ duì tā de yìnxiàng hěn shēn.     English I have a strong impression of him.
I have a strong impression of him.	I have a strong impression of him.   我对他的印象很深。  MDBG    Wǒ duì tā de yìnxiàng hěn shēn.
这个洞很深。	这个洞很深。   MDBG    Zhè gè dòng hěn shēn.     English This hole is very deep.
This hole is very deep.	This hole is very deep.   这个洞很深。  MDBG    Zhè gè dòng hěn shēn.
他在切水果。	他在切水果。   MDBG    Tā zài qiè shuǐguǒ.     English He's cutting the fruit.
He's cutting the fruit.	He's cutting the fruit.   他在切水果。  MDBG    Tā zài qiè shuǐguǒ.
1968年中国发生了文革。	1968年中国发生了文革。   MDBG    Yī jiǔ liù bā nián Zhōngguó fāshēng le Wéngé.     English The Culture Revolution occurred in China in 1968.
The Culture Revolution occurred in China in 1968.	The Culture Revolution occurred in China in 1968.   1968年中国发生了文革。  MDBG    Yī jiǔ liù bā nián Zhōngguó fāshēng le Wéngé.
宝宝在睡觉。	宝宝在睡觉。   MDBG    Bǎobao zài shuìjiào.     English The baby is sleeping.
The baby is sleeping.	The baby is sleeping.   宝宝在睡觉。  MDBG    Bǎobao zài shuìjiào.
她给客人看了她的宝宝。	她给客人看了她的宝宝。   MDBG    tā gěi kèren kàn le tā de bǎobao.     English She showed the visitor her baby.
She showed the visitor her baby.	She showed the visitor her baby.   她给客人看了她的宝宝。  MDBG    tā gěi kèren kàn le tā de bǎobao.
那对夫妻很幸福。	那对夫妻很幸福。   MDBG    Nà duì fūqī hěn xìngfú.     English That couple lives a happy/blessed life.
That couple lives a happy/blessed life.	That couple lives a happy/blessed life.   那对夫妻很幸福。  MDBG    Nà duì fūqī hěn xìngfú.
他们结婚了，是夫妻了。	他们结婚了，是夫妻了。   MDBG    Tāmen jiéhūn le, shì fūqī le.     English They married and are husband and wife.
They married and are husband and wife.	They married and are husband and wife.   他们结婚了，是夫妻了。  MDBG    Tāmen jiéhūn le, shì fūqī le.
一对夫妻在公园里散步。	一对夫妻在公园里散步。   MDBG    Yī duì fūqī zài gōngyuán lǐ sànbù.     English The couple are taking a walk in the park.
The couple are taking a walk in the park.	The couple are taking a walk in the park.   一对夫妻在公园里散步。  MDBG    Yī duì fūqī zài gōngyuán lǐ sànbù.
这家旅馆很便宜。	这家旅馆很便宜。   MDBG    Zhè jiā lǚguǎn hěn piányi.     English This hotel is very cheap.
This hotel is very cheap.	This hotel is very cheap.   这家旅馆很便宜。  MDBG    Zhè jiā lǚguǎn hěn piányi.
他这么说很奇怪。	他这么说很奇怪。   MDBG    tā zhème shuō hěn qíguài.     English It's strange that he would say this.
It's strange that he would say this.	It's strange that he would say this.   他这么说很奇怪。  MDBG    tā zhème shuō hěn qíguài.
西藏属于中国。	西藏属于中国。   MDBG    Xīzàng shǔyú Zhōngguó.     English Tibet belongs to China.
Tibet belongs to China.	Tibet belongs to China.   西藏属于中国。  MDBG    Xīzàng shǔyú Zhōngguó.
学期结束了。	学期结束了。   MDBG    Xuéqī jiéshù le.     English The semester is over.
The semester is over.	The semester is over.   学期结束了。  MDBG    Xuéqī jiéshù le.
他们在餐厅吃饭。	他们在餐厅吃饭。   MDBG    Tāmen zài cāntīng chīfàn.     English They're eating in a restaurant.
They're eating in a restaurant.	They're eating in a restaurant.   他们在餐厅吃饭。  MDBG    Tāmen zài cāntīng chīfàn.
他到餐厅去吃早餐。	他到餐厅去吃早餐。   MDBG    Tā dào cāntīng qù chī zǎocān.     English He went to the restaurant to eat breakfast.
He went to the restaurant to eat breakfast.	He went to the restaurant to eat breakfast.   他到餐厅去吃早餐。  MDBG    Tā dào cāntīng qù chī zǎocān.
这家餐厅的环境很不错。	这家餐厅的环境很不错。   MDBG    Zhè jiā cāntīng de huánjìng hěn bùcuò.     English The restaurant is quite nice inside.
The restaurant is quite nice inside.	The restaurant is quite nice inside.   这家餐厅的环境很不错。  MDBG    Zhè jiā cāntīng de huánjìng hěn bùcuò.
这家餐厅的气氛很不错。	这家餐厅的气氛很不错。   MDBG    Zhè jiā cāntīng de qìfēn hěn bùcuò.     English The atmosphere in this restaurant is quite nice.
The atmosphere in this restaurant is quite nice.	The atmosphere in this restaurant is quite nice.   这家餐厅的气氛很不错。  MDBG    Zhè jiā cāntīng de qìfēn hěn bùcuò.
有人放屁。	有人放屁。   MDBG    Yǒu rén fàngpì.     English Someone farted.
Someone farted.	Someone farted.   有人放屁。  MDBG    Yǒu rén fàngpì.
你真的需要提问题来知道答案吗？	你真的需要提问题来知道答案吗？   MDBG    nǐ zhēnde xūyào tí wèntí lái zhīdào dáàn ma?     English Do you really need to ask questions to know the answer?
Do you really need to ask questions to know the answer?	Do you really need to ask questions to know the answer?   你真的需要提问题来知道答案吗？  MDBG    nǐ zhēnde xūyào tí wèntí lái zhīdào dáàn ma?
孩子们不断得提问。	孩子们不断得提问。   MDBG    Háizimen búduàn de tí wèn.     English The children are constantly asking questions.
The children are constantly asking questions.	The children are constantly asking questions.   孩子们不断得提问。  MDBG    Háizimen búduàn de tí wèn.
风景真好看。	风景真好看。   MDBG    Fēngjǐng zhēn hǎo kàn.     English The scenery here is beautiful.
The scenery here is beautiful.	The scenery here is beautiful.   风景真好看。  MDBG    Fēngjǐng zhēn hǎo kàn.
这个地区风景很美。	这个地区风景很美。   MDBG    Zhè gè dìqū fēngjǐng hěn měi.     English The scenery in this area is very beautiful.
The scenery in this area is very beautiful.	The scenery in this area is very beautiful.   这个地区风景很美。  MDBG    Zhè gè dìqū fēngjǐng hěn měi.
有一天，我会跑得像风一样快。	有一天，我会跑得像风一样快。   MDBG    yǒu yī tiān, wǒ huì pǎo de xiàng fēng yīyàng kuài.     English Someday, I'll be able to run fast like the wind.
Someday, I'll be able to run fast like the wind.	Someday, I'll be able to run fast like the wind.   有一天，我会跑得像风一样快。  MDBG    yǒu yī tiān, wǒ huì pǎo de xiàng fēng yīyàng kuài.
下班时间，地铁里的人超级多。	下班时间，地铁里的人超级多。   MDBG    Xiàbān shíjiān, dìtiě li de rén chāojí duō.     English When work is letting out, there are super many people in the subway.
When work is letting out, there are super many people in the subway.	When work is letting out, there are super many people in the subway.   下班时间，地铁里的人超级多。  MDBG    Xiàbān shíjiān, dìtiě li de rén chāojí duō.
黄金很贵。	黄金很贵。   MDBG    Huángjīn hěn guì.     English Gold is very expensive.
Gold is very expensive.	Gold is very expensive.   黄金很贵。  MDBG    Huángjīn hěn guì.
我很难过。	我很难过。   MDBG    wǒ hěn nánguò.     English I'm very sad.
I'm very sad.	I'm very sad.   我很难过。  MDBG    wǒ hěn nánguò.
科学可以促进经济发展，但是也会带来环境问题。	科学可以促进经济发展，但是也会带来环境问题。   MDBG    Kēxué kěyǐ cùjìn jīngjì fāzhǎn, dànshì yě huì dàilái huánjìng wèntí.     English Science can accelerate economic development, but it can also bring environmental problems.
Science can accelerate economic development, but it can also bring environmental problems.	Science can accelerate economic development, but it can also bring environmental problems.   科学可以促进经济发展，但是也会带来环境问题。  MDBG    Kēxué kěyǐ cùjìn jīngjì fāzhǎn, dànshì yě huì dàilái huánjìng wèntí.
我居住在纽约。	我居住在纽约。   MDBG    Wǒ jūzhù zài Niǔyuē.     English I live in New York.
I live in New York.	I live in New York.   我居住在纽约。  MDBG    Wǒ jūzhù zài Niǔyuē.
没人知道那机器长什么样子。	没人知道那机器长什么样子。   MDBG    méi rén zhīdào nà jīqì cháng shénmayàngzi.     English Nobody knew what the machine was like.
Nobody knew what the machine was like.	Nobody knew what the machine was like.   没人知道那机器长什么样子。  MDBG    méi rén zhīdào nà jīqì cháng shénmayàngzi.
电脑是个复杂的机器。	电脑是个复杂的机器。   MDBG    diànnǎo shì ge fùzá de jīqì.     English Computers are complicated machines.   A computer is a complex machine.
Computers are complicated machines.   A computer is a complex machine.	Computers are complicated machines.   A computer is a complex machine.   电脑是个复杂的机器。  MDBG    diànnǎo shì ge fùzá de jīqì.
行动前，我们首先得制定计划。	行动前，我们首先得制定计划。   MDBG    Xíngdòng qián, wǒmen shǒuxiān děi zhìdìng jìhuà.     English Before taking action, we must first make a plan.
Before taking action, we must first make a plan.	Before taking action, we must first make a plan.   行动前，我们首先得制定计划。  MDBG    Xíngdòng qián, wǒmen shǒuxiān děi zhìdìng jìhuà.
他们制定了一个新计画。	他们制定了一个新计画。   MDBG    Tāmen zhìdìngle yī gè xīn jìhuà.     English They've made a new plan.
